0x007,0x001,0x002,0x003,0x004,0x005,0x006
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
0.00000,1.57079,1.57079,0.78540,1.30899,0.78540,1.30899,
